[02-12 14:14:42]create bugbear1070  pos = 95965 259132, angle = 145, rTime = 14400
[02-12 14:21:24]create bugbear540  pos = 328711 314380, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 328136 313012, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 328466 312156, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 328992 315466, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 329730 315410, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 333167 315795, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 333388 316887, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 332951 317762, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 332511 318814, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 331781 319592, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 331549 320531, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 331069 321329, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 330321 321911, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 329881 322748, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 329929 323662, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 328931 324086, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 328192 324364, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 327697 324874, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 328619 325658, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 328991 326563, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 329275 327386, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 329948 328376, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 329308 329219, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 330161 329603, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 330849 329396, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 331066 328351, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 332115 328629, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 332724 328090, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 333500 327938, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 334238 327419, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 335094 327188, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 336148 327254, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 336935 327808, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 337741 328276, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 338573 328889, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 339248 329652, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 340358 329684, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 341251 329191, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 342149 328710, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 343175 328171, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 343206 327085, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 343430 326254, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 343478 325306, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 343297 324304, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 343130 323392, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 342509 322288, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear540  pos = 342650 321338, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 342722 320183, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 343390 319721, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 343744 318865, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 342912 319221, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 343351 318051, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 343562 316964, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 343584 315713, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 343964 314752, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 343448 313746, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 343148 312287, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 342247 311988, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 340966 312291, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 340001 311606, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 338998 311774, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 337651 311840, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 336370 311862, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 335297 312259, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 334580 313052, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 333986 313940, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 333430 315007, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 330348 325687, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 330705 327007, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 331979 326957, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 332995 326749, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 334354 326531, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 336028 326286, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 337109 326693, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 337956 326852, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 339533 328603, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 341010 328636, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 341497 328073, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 342301 327797, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 341952 326469, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 342328 325305, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 342510 323858, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 341555 322722, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 341444 323605, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 340032 324444, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 340336 325515, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 340574 326861, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 339741 327264, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 339059 326565, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 337657 325637, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 338600 325605, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 336641 324818, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 335185 325840, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 332370 326181, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 331498 325699, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 331596 324535, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 331383 323284, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 331415 322143, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 332426 321430, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 332776 320019, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 333583 319335, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear505  pos = 334345 318201, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 334240 316997, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 334528 315677, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 334901 313858, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 336528 312838, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 337693 313216, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 339161 312580, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 341090 313457, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 340454 313889, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 338620 313927, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 341723 314911, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 341318 316198, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 341370 317852, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 340491 319220, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 340351 320455, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 340325 322400, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 340264 323371, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 339052 324376, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 338023 324027, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 335873 323705, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 334413 324529, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 333437 325452, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 332883 324288, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 332332 323486, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 333384 321641, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 333904 322738, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 335143 322230, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 333746 320162, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 334705 319380, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 335159 320683, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 336335 320083, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 336434 322072, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 337170 323532, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 338554 322911, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 338097 321515, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 337373 320173, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 336706 318931, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 335461 318056, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 335326 316387, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 335288 314800, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 336288 314095, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 336740 316176, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 337471 318223, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 338511 319336, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 339067 320908, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 339075 318134, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 337888 316873, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 337369 315159, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 338146 314668, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 339505 316022, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 339813 317177, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear513  pos = 339676 315048, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear504  pos = 356190 82712, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear544  pos = 349199 72804, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear545  pos = 351088 72867, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear504  pos = 349238 79388, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear544  pos = 351245 78953, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear545  pos = 352400 80039, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear504  pos = 352883 81622, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear544  pos = 353596 83466, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear545  pos = 355142 83960, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear504  pos = 356761 84404, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear544  pos = 356266 81887, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear545  pos = 356168 79572, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear504  pos = 355349 78758, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear544  pos = 354433 77213, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear545  pos = 351558 77354, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear504  pos = 352668 76613, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear544  pos = 352926 74592, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear545  pos = 354899 74655, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear504  pos = 355802 76000, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear544  pos = 357384 76874, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear545  pos = 358542 78861, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear504  pos = 360271 80395, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear544  pos = 358285 82119, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear545  pos = 360559 79476, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear504  pos = 358345 75974, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear544  pos = 358329 74670, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear545  pos = 357563 74099, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 226613 109122, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 216526 110659, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 217023 110337, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 216679 111487, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 216987 112343, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 216906 113141, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 216485 113967, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 217845 112243, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 218833 113245, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 219094 113882, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 219761 112599, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 218332 111461, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 217791 110541, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 217538 109747, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 218676 110238, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 219925 110246, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 219438 111003, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 220383 111092, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 220759 110271, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 222010 110258, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 222990 109873, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 223707 109530, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 224831 109706, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 225668 109617, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 226418 109856, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 227375 109355, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 227091 110090, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 226372 110473, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 225346 110645, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 224119 110656, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 223659 111036, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 222540 111067, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 221371 111161, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 220476 112193, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 220063 113340, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 220249 114357, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 222086 113351, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 223546 112556, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 223704 111893, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 224513 112894, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 223388 113665, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 224587 113911, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 225592 114446, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 227080 115146, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear539  pos = 226428 112647, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear537  pos = 225373 112044, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear538  pos = 227103 112505, angle = 145, rTime = 30
[02-12 14:21:24]create bugbear890  pos = 226191 112581, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear890  pos = 221635 110732, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear890  pos = 223965 114029, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear890  pos = 222879 111686, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear889  pos = 63796 248267, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear889  pos = 61892 250208, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear889  pos = 57165 249968, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear889  pos = 56798 245122, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear889  pos = 57493 242995, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear889  pos = 56442 243074, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear889  pos = 56808 239357, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear888  pos = 217724 266353, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear890  pos = 223087 110573, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear888  pos = 214605 279456, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear888  pos = 212807 274578, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear888  pos = 214493 269597, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear888  pos = 217362 265594, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear888  pos = 222564 264376, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear888  pos = 226556 266212, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear900  pos = 181142 268225, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear900  pos = 182828 270777, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear900  pos = 185832 269240, angle = 235, rTime = 60
[02-12 14:21:24]create bugbear900  pos = 185296 269648, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear900  pos = 188816 271065, angle = 175, rTime = 60
[02-12 14:21:24]create bugbear900  pos = 189535 275863, angle = 205, rTime = 60
[02-12 14:21:24]create bugbear920  pos = 121709 186745, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear920  pos = 115324 187417, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear920  pos = 115275 188010, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear920  pos = 112158 198136, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear920  pos = 112764 194618, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear920  pos = 110260 193119, angle = 145, rTime = 60
[02-12 14:21:24]create bugbear686  pos = 28192 29486, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 28703 28992, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 27029 27779, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 26751 27780, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 25958 26820, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 26060 26581, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 24643 27960, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 24729 28217, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 23704 27738, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 23673 27389, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 23502 29031, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 23411 29352, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 22404 28349, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 22585 27647, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 22393 30409, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 20916 29324, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 21138 29079, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 19668 28197, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 19256 27978, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 19753 27502, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 20298 26282, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 19959 26303, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 19101 25116, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 18400 24448, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 18236 24731, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 16841 25768, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 16850 26160, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 15872 25022, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 26975 27545, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 14744 23897, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 14493 23984, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 25629 26852, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 24489 28459, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 23367 27457, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 23140 29076, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 22177 30141, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 22156 30583, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 21252 29378, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 15174 29584, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 8107 25773, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 11721 19645, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 12116 22933, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 12701 22196, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 19987 27919, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 19983 28225, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 17145 26001, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 13821 23020, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 13543 23039, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 21140 24881, angle = 40, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 14017 22159, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 14260 21603, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 25523 24572, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 12515 23000, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear689  pos = 11997 22550, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 15706 21931, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 27735 19018, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 12127 22299, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 27737 18692, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear686  pos = 12660 22801, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear688  pos = 14809 22554, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear688  pos = 15731 22195, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear688  pos = 15068 21249, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 12000 21434, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear688  pos = 12153 21129, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 16436 22673, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 12685 20430, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 7910 8000, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 8366 7607, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 11695 19294, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear688  pos = 10619 18690, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear688  pos = 10848 18544, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear688  pos = 9813 17443, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 9525 17409, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear688  pos = 8355 17927, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear688  pos = 8181 18260, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 8476 18177, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 8268 19653, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 8382 19399, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear687  pos = 8032 19466, angle = 145, rTime = 3600
[02-12 14:21:24]create bugbear688  pos = 8221 19258, angle = 145, rTime = 3600
